resultid,resultdate,winner1id,loser1id,winnerset1,winnerset2,winnerset3,winnerset4,winnerset5,loserset1,loserset2,loserset3,loserset4,loserset5
10979105,1/7/2018,3867,54552,6,6,0,0,0,4,3,0,0,0
10979106,1/7/2018,3671,4348,6,6,0,0,0,3,4,0,0,0
10979108,1/7/2018,52886,4021,6,7,0,0,0,4,5,0,0,0
10979110,1/7/2018,54846,3855,4,0,0,0,0,2,0,0,0,0
10979111,1/7/2018,3534,3688,6,6,0,0,0,3,2,0,0,0
10979112,1/7/2018,4047,51330,7,7,0,0,0,6,6,0,0,0
10979113,1/7/2018,3671,3867,7,6,7,0,0,6,7,6,0,0
10979114,1/7/2018,52886,53149,7,7,0,0,0,5,6,0,0,0
10979115,1/7/2018,94283,54846,7,7,0,0,0,6,6,0,0,0
10979116,1/7/2018,4047,3534,6,7,0,0,0,2,5,0,0,0
10979273,1/7/2018,195354,9674,6,6,0,0,0,2,4,0,0,0
10979274,1/7/2018,96338,3553,6,5,7,0,0,1,7,6,0,0
10979275,1/7/2018,3725,252053,6,7,0,0,0,4,5,0,0,0
10979277,1/7/2018,49924,52598,7,6,0,0,0,6,3,0,0,0
10979279,1/7/2018,4726,4075,6,6,0,0,0,4,4,0,0,0
10979280,1/7/2018,51256,205841,3,7,6,0,0,6,6,2,0,0
10979281,1/7/2018,3680,751617,6,6,0,0,0,3,1,0,0,0
10979282,1/7/2018,3981,195354,6,7,7,0,0,7,5,5,0,0
10979283,1/7/2018,96338,3725,6,6,7,0,0,7,4,6,0,0
10979284,1/7/2018,95375,49924,6,6,0,0,0,1,4,0,0,0
10979285,1/7/2018,4726,3739,7,6,0,0,0,6,4,0,0,0
10979286,1/7/2018,3680,51256,6,6,0,0,0,4,0,0,0,0
10979287,1/7/2018,3981,96338,6,6,0,0,0,3,4,0,0,0
10979289,1/7/2018,216411,45581,6,7,0,0,0,2,6,0,0,0
10979294,1/7/2018,3610,49885,6,4,6,0,0,2,6,3,0,0
10979296,1/7/2018,251954,4125,6,6,0,0,0,2,3,0,0,0
10979299,1/7/2018,81226,970273,6,6,6,0,0,7,2,1,0,0
10979301,1/7/2018,51288,216411,6,6,0,0,0,1,3,0,0,0
10979303,1/7/2018,3484,177312,6,6,0,0,0,2,4,0,0,0
10979304,1/7/2018,3610,53378,6,7,0,0,0,4,6,0,0,0
10979305,1/7/2018,3979,251954,6,1,6,0,0,2,6,3,0,0
10979307,1/7/2018,81226,49884,6,6,0,0,0,4,4,0,0,0
10979308,1/7/2018,51288,51794,3,7,6,0,0,6,6,3,0,0
10979309,1/7/2018,74716,3484,6,4,6,0,0,0,6,4,0,0
10979310,1/7/2018,3979,3610,2,7,6,0,0,6,5,4,0,0
10979311,1/7/2018,81226,75587,7,6,0,0,0,6,3,0,0,0
10979312,1/7/2018,7479,54883,6,6,0,0,0,4,4,0,0,0
10979313,1/7/2018,802298,207050,7,6,0,0,0,5,4,0,0,0
10979314,1/7/2018,3979,4633,3,6,6,0,0,6,3,3,0,0
10979316,1/7/2018,4508,4072,7,7,0,0,0,6,6,0,0,0
10979317,1/7/2018,3533,3745,7,6,0,0,0,6,4,0,0,0
10979319,1/7/2018,5218,3623,6,6,0,0,0,1,2,0,0,0
10979320,1/7/2018,55210,3673,4,6,6,0,0,6,2,1,0,0
10979321,1/7/2018,153710,51790,6,6,0,0,0,4,4,0,0,0
10979322,1/7/2018,87175,669250,6,2,6,0,0,1,6,1,0,0
10979324,1/7/2018,4299,50992,6,6,0,0,0,3,4,0,0,0
10979325,1/7/2018,3850,81226,7,0,7,0,0,5,6,6,0,0
10979326,1/7/2018,3967,4309,6,6,0,0,0,3,2,0,0,0
10979327,1/7/2018,74716,3882,6,6,0,0,0,1,1,0,0,0
10979329,1/7/2018,3458,3979,6,6,0,0,0,3,0,0,0,0
10979330,1/7/2018,4508,3533,6,6,0,0,0,4,3,0,0,0
10979331,1/7/2018,51288,5218,6,6,0,0,0,4,4,0,0,0
10979332,1/7/2018,153710,55210,6,6,0,0,0,4,3,0,0,0
10979333,1/7/2018,87175,142094,1,6,6,0,0,6,4,1,0,0
10979334,1/7/2018,4299,3850,6,6,0,0,0,0,1,0,0,0
10979335,1/7/2018,74716,3967,6,6,0,0,0,2,2,0,0,0
10979336,1/7/2018,3458,802298,6,6,0,0,0,2,4,0,0,0
10979337,1/7/2018,4508,51288,7,6,0,0,0,6,4,0,0,0
10979338,1/7/2018,153710,87175,7,3,7,0,0,5,6,6,0,0
10979340,1/7/2018,3458,4508,6,6,0,0,0,2,3,0,0,0
10979341,1/7/2018,74716,153710,7,6,0,0,0,6,3,0,0,0
10979342,1/7/2018,3458,74716,4,6,7,0,0,6,3,5,0,0
10979364,1/7/2018,202479,806774,3,7,6,0,0,6,5,1,0,0
10979365,1/7/2018,197507,76845,6,6,0,0,0,2,4,0,0,0
10979367,1/7/2018,3518,405461,6,7,0,0,0,2,6,0,0,0
10979369,1/7/2018,83620,69297,5,6,7,0,0,7,3,5,0,0
10979371,1/7/2018,58365,3669,6,6,0,0,0,3,2,0,0,0
10979117,1/7/2018,4515,3503,7,6,0,0,0,6,3,0,0,0
10979118,1/7/2018,606930,3943,7,6,0,0,0,5,1,0,0,0
10979119,1/7/2018,94283,3476,4,7,6,0,0,6,5,4,0,0
10979120,1/7/2018,3468,217470,6,6,0,0,0,0,2,0,0,0
10979121,1/7/2018,207438,3474,6,1,7,0,0,4,6,6,0,0
10979122,1/7/2018,3993,3488,6,3,6,0,0,3,6,4,0,0
10979123,1/7/2018,52886,3960,4,7,6,0,0,6,6,4,0,0
10979124,1/7/2018,3608,4686,6,6,0,0,0,4,1,0,0,0
10979125,1/7/2018,3481,206781,6,5,7,0,0,4,7,6,0,0
10979126,1/7/2018,3671,207034,6,6,0,0,0,4,3,0,0,0
10979128,1/7/2018,4417,206806,2,7,7,0,0,6,5,5,0,0
10979129,1/7/2018,3587,3679,4,6,6,0,0,6,4,0,0,0
10979131,1/7/2018,224134,3644,6,6,0,0,0,4,3,0,0,0
10979132,1/7/2018,52341,217512,5,6,7,0,0,7,2,6,0,0
10979133,1/7/2018,4515,606930,7,6,0,0,0,5,4,0,0,0
10979134,1/7/2018,94283,3468,6,6,0,0,0,3,4,0,0,0
10979135,1/7/2018,3993,207438,6,1,6,0,0,3,6,3,0,0
10979136,1/7/2018,3608,52886,6,6,0,0,0,2,2,0,0,0
10979137,1/7/2018,3671,3481,6,7,0,0,0,4,6,0,0,0
10979138,1/7/2018,4417,4047,7,6,0,0,0,6,3,0,0,0
10979139,1/7/2018,53840,3587,6,3,6,0,0,4,6,4,0,0
10979140,1/7/2018,52341,224134,6,6,0,0,0,1,3,0,0,0
10979141,1/7/2018,4515,94283,7,6,0,0,0,5,4,0,0,0
10979142,1/7/2018,3993,3608,6,7,0,0,0,3,6,0,0,0
10979143,1/7/2018,4417,3671,6,6,0,0,0,2,3,0,0,0
10979144,1/7/2018,53840,52341,6,7,0,0,0,3,5,0,0,0
10979146,1/7/2018,53840,4417,6,4,7,0,0,2,6,6,0,0
10979147,1/7/2018,3993,53840,6,6,0,0,0,2,3,0,0,0
10979163,1/7/2018,3915,369115,3,6,7,0,0,6,3,5,0,0
10979167,1/7/2018,224389,57534,4,6,7,0,0,6,3,6,0,0
10979168,1/7/2018,34191,373773,6,6,0,0,0,2,1,0,0,0
10979169,1/7/2018,57433,3550,5,6,7,0,0,7,2,6,0,0
10979170,1/7/2018,55282,263508,6,6,0,0,0,3,3,0,0,0
10979171,1/7/2018,3915,76531,7,7,0,0,0,5,5,0,0,0
10979172,1/7/2018,52976,206794,6,3,6,0,0,2,6,4,0,0
10979173,1/7/2018,34191,224389,6,6,0,0,0,3,4,0,0,0
10979174,1/7/2018,55282,57433,6,6,0,0,0,3,2,0,0,0
10979190,1/7/2018,28718,218159,7,6,0,0,0,6,2,0,0,0
10979191,1/7/2018,3741,51245,6,6,0,0,0,3,4,0,0,0
10979192,1/7/2018,207037,3927,7,6,6,0,0,6,7,2,0,0
10979193,1/7/2018,3464,4560,6,6,0,0,0,4,1,0,0,0
10979194,1/7/2018,55282,52976,6,6,0,0,0,3,3,0,0,0
10979195,1/7/2018,34191,3901,6,7,0,0,0,3,6,0,0,0
10979196,1/7/2018,3868,943670,7,7,0,0,0,6,5,0,0,0
10979198,1/7/2018,3659,4441,6,6,0,0,0,0,3,0,0,0
10979199,1/7/2018,3878,3761,6,7,0,0,0,2,6,0,0,0
10979200,1/7/2018,52337,4151,5,6,7,0,0,7,4,5,0,0
10979201,1/7/2018,3915,3605,6,6,7,0,0,7,3,6,0,0
10979202,1/7/2018,3871,28718,6,6,0,0,0,4,3,0,0,0
10979203,1/7/2018,207037,3741,4,6,6,0,0,6,3,4,0,0
10979204,1/7/2018,3464,206796,6,7,0,0,0,3,6,0,0,0
10979205,1/7/2018,34191,55282,6,6,0,0,0,4,4,0,0,0
10979206,1/7/2018,3868,298703,3,7,7,0,0,6,6,5,0,0
10979207,1/7/2018,3499,3659,6,6,7,0,0,4,7,6,0,0
10979208,1/7/2018,3878,52337,7,7,0,0,0,5,6,0,0,0
10979210,1/7/2018,3871,207037,6,6,0,0,0,3,2,0,0,0
10979211,1/7/2018,3464,34191,6,6,0,0,0,2,3,0,0,0
10979212,1/7/2018,3499,3868,7,2,6,0,0,5,6,3,0,0
10979213,1/7/2018,3695,3878,6,6,6,0,0,7,4,2,0,0
10979214,1/7/2018,3464,3871,1,6,6,0,0,6,3,2,0,0
10979215,1/7/2018,3695,3499,6,7,6,0,0,7,6,1,0,0
10979216,1/7/2018,3464,3695,7,6,0,0,0,6,2,0,0,0
10979217,1/7/2018,3680,53374,5,6,6,0,0,7,4,4,0,0
10979218,1/7/2018,3482,3734,6,6,0,0,0,4,4,0,0,0
10979219,1/7/2018,9997,204410,6,6,0,0,0,4,3,0,0,0
10979220,1/7/2018,49954,4169,6,6,0,0,0,4,4,0,0,0
10979221,1/7/2018,3981,28097,6,6,0,0,0,3,3,0,0,0
10979222,1/7/2018,4957,95506,6,6,0,0,0,4,1,0,0,0
10979224,1/7/2018,95375,4464,6,3,6,0,0,4,6,3,0,0
10979226,1/7/2018,3766,66480,6,4,7,0,0,4,6,6,0,0
10979228,1/7/2018,196974,49955,6,7,7,0,0,7,6,5,0,0
10979230,1/7/2018,55849,49875,4,7,7,0,0,6,6,5,0,0
10979232,1/7/2018,54228,67610,6,6,6,0,0,4,7,2,0,0
10979234,1/7/2018,50772,3460,3,7,7,0,0,6,5,5,0,0
10979236,1/7/2018,3597,151401,6,6,0,0,0,4,4,0,0,0
10979238,1/7/2018,4726,5055,7,6,0,0,0,6,3,0,0,0
10979240,1/7/2018,4445,28094,6,6,0,0,0,3,4,0,0,0
10979242,1/7/2018,58228,3713,6,5,6,0,0,3,7,4,0,0
10979244,1/7/2018,3680,3482,6,6,0,0,0,2,0,0,0,0
10979246,1/7/2018,9997,49954,6,3,6,0,0,2,6,2,0,0
10979248,1/7/2018,4957,3981,6,6,6,0,0,4,7,4,0,0
10979250,1/7/2018,3766,95375,6,4,6,0,0,4,6,1,0,0
10979252,1/7/2018,196974,55849,7,7,0,0,0,6,6,0,0,0
10979253,1/7/2018,54228,50772,6,6,0,0,0,3,3,0,0,0
10979254,1/7/2018,4726,3597,6,6,0,0,0,4,4,0,0,0
10979255,1/7/2018,4445,58228,6,6,0,0,0,4,3,0,0,0
10979256,1/7/2018,9997,3680,6,7,7,0,0,7,5,6,0,0
10979257,1/7/2018,4957,3766,6,7,0,0,0,4,5,0,0,0
10979258,1/7/2018,196974,54228,7,5,6,0,0,6,7,4,0,0
10979259,1/7/2018,4726,4445,6,6,0,0,0,3,3,0,0,0
10979260,1/7/2018,9997,4957,6,7,0,0,0,3,6,0,0,0
10979261,1/7/2018,4726,196974,7,6,0,0,0,6,3,0,0,0
10979262,1/7/2018,4726,9997,6,6,0,0,0,4,2,0,0,0
10979437,1/7/2018,76845,85308,6,6,0,0,0,3,1,0,0,0
10979441,1/7/2018,960543,45637,6,6,0,0,0,2,3,0,0,0
10979454,1/7/2018,960543,39539,6,6,0,0,0,4,4,0,0,0
10979456,1/7/2018,69297,54109,7,7,0,0,0,5,5,0,0,0
10979459,1/7/2018,207039,55908,6,6,0,0,0,4,1,0,0,0
10979460,1/7/2018,256513,3791,4,6,6,0,0,6,3,2,0,0
10979461,1/7/2018,4225,729006,6,7,0,0,0,4,6,0,0,0
10979462,1/7/2018,3718,45571,6,6,0,0,0,2,2,0,0,0
10979464,1/7/2018,3758,4193,7,6,0,0,0,6,4,0,0,0
10979465,1/7/2018,56303,54111,6,6,0,0,0,4,4,0,0,0
10979466,1/7/2018,65365,4171,2,7,6,0,0,6,6,2,0,0
10979467,1/7/2018,207039,256513,6,3,7,0,0,4,6,6,0,0
10979468,1/7/2018,3718,4225,6,3,6,0,0,1,6,3,0,0
10979469,1/7/2018,27182,3758,6,7,0,0,0,2,6,0,0,0
10979470,1/7/2018,56303,65365,6,6,0,0,0,4,3,0,0,0
10979480,1/7/2018,3495,3718,7,6,0,0,0,6,0,0,0,0
10979482,1/7/2018,51297,83218,6,7,6,0,0,7,6,4,0,0
10979484,1/7/2018,53449,3620,6,7,0,0,0,3,6,0,0,0
10979487,1/7/2018,3712,224678,6,6,0,0,0,3,2,0,0,0
10979489,1/7/2018,3567,27182,6,6,0,0,0,3,4,0,0,0
10979491,1/7/2018,3572,235621,6,7,0,0,0,4,6,0,0,0
10979492,1/7/2018,3486,207039,6,7,0,0,0,4,5,0,0,0
10979493,1/7/2018,56303,253195,6,6,0,0,0,3,4,0,0,0
10979494,1/7/2018,3828,3654,6,6,6,0,0,7,3,2,0,0
10979495,1/7/2018,34037,51293,6,6,0,0,0,2,4,0,0,0
10979496,1/7/2018,3698,3702,6,3,6,0,0,4,6,2,0,0
10979497,1/7/2018,3469,3495,4,7,6,0,0,6,6,3,0,0
10979498,1/7/2018,51297,53449,7,5,6,0,0,6,7,4,0,0
10979499,1/7/2018,51296,3712,6,7,6,0,0,7,6,2,0,0
10979500,1/7/2018,3572,3567,6,6,0,0,0,1,2,0,0,0
10979501,1/7/2018,56303,3486,6,5,6,0,0,2,7,4,0,0
10979502,1/7/2018,3828,34037,7,6,0,0,0,6,2,0,0,0
10979503,1/7/2018,3698,4225,6,6,6,0,0,7,4,2,0,0
10979504,1/7/2018,3469,51297,6,6,6,0,0,3,7,4,0,0
10979505,1/7/2018,51296,3572,1,6,6,0,0,6,3,4,0,0
10979507,1/7/2018,51296,3469,3,6,6,0,0,6,1,4,0,0
10979508,1/7/2018,3698,67623,4,7,6,0,0,6,6,4,0,0
10979509,1/7/2018,51296,3698,6,6,0,0,0,4,2,0,0,0
10979510,1/7/2018,173321,3866,3,7,6,0,0,6,5,1,0,0
10979511,1/7/2018,10019,54171,6,6,0,0,0,2,4,0,0,0
10979512,1/7/2018,76863,9705,6,6,0,0,0,3,4,0,0,0
10979513,1/7/2018,93116,206329,7,3,6,0,0,6,6,2,0,0
10979515,1/7/2018,95161,46561,6,7,0,0,0,4,5,0,0,0
10979519,1/7/2018,3487,4331,6,6,6,0,0,2,7,1,0,0
10979521,1/7/2018,3666,4622,6,6,6,0,0,4,7,4,0,0
10979523,1/7/2018,5069,240231,6,2,6,0,0,1,6,4,0,0
10979525,1/7/2018,3948,4630,6,6,6,0,0,7,3,4,0,0
10979529,1/7/2018,198546,51433,7,4,7,0,0,5,6,6,0,0
10979531,1/7/2018,4984,3884,6,1,6,0,0,4,6,4,0,0
10979533,1/7/2018,73237,3994,6,3,7,0,0,2,6,6,0,0
10979535,1/7/2018,5164,809538,6,6,0,0,0,4,3,0,0,0
10979537,1/7/2018,60157,51289,6,6,0,0,0,3,4,0,0,0
10979539,1/7/2018,10019,173321,6,6,0,0,0,4,3,0,0,0
10979541,1/7/2018,93116,76863,6,6,0,0,0,4,2,0,0,0
10979543,1/7/2018,95161,83713,6,6,0,0,0,2,3,0,0,0
10979544,1/7/2018,3666,3487,6,6,0,0,0,1,4,0,0,0
10979545,1/7/2018,5069,3948,6,6,0,0,0,1,2,0,0,0
10979546,1/7/2018,198546,3881,5,6,6,0,0,7,2,0,0,0
10979547,1/7/2018,4984,73237,7,6,0,0,0,5,1,0,0,0
10979548,1/7/2018,60157,5164,7,5,6,0,0,6,7,4,0,0
10979549,1/7/2018,10019,93116,5,6,6,0,0,7,4,2,0,0
10979550,1/7/2018,3666,95161,7,6,0,0,0,6,4,0,0,0
10979551,1/7/2018,5069,198546,6,6,0,0,0,4,4,0,0,0
10979552,1/7/2018,60157,4984,6,3,6,0,0,3,6,2,0,0
10979553,1/7/2018,10019,3666,7,6,0,0,0,5,3,0,0,0
10979554,1/7/2018,60157,5069,6,6,7,0,0,3,7,6,0,0
10979555,1/7/2018,10019,60157,7,6,0,0,0,5,4,0,0,0
10979373,1/7/2018,9505,10080,6,6,0,0,0,2,3,0,0,0
10979375,1/7/2018,51434,51634,6,6,0,0,0,3,3,0,0,0
10979377,1/7/2018,51259,27193,6,6,0,0,0,3,2,0,0,0
10979379,1/7/2018,4769,28719,6,7,0,0,0,3,5,0,0,0
10979381,1/7/2018,91959,960543,6,7,0,0,0,2,5,0,0,0
10979382,1/7/2018,41750,74928,6,6,0,0,0,4,3,0,0,0
10979383,1/7/2018,4487,53255,7,6,0,0,0,5,4,0,0,0
10979384,1/7/2018,4423,27176,2,6,7,0,0,6,0,5,0,0
10979385,1/7/2018,4401,10058,6,3,6,0,0,2,6,4,0,0
10979388,1/7/2018,202479,197507,6,6,0,0,0,1,3,0,0,0
10979389,1/7/2018,83620,3518,6,6,0,0,0,1,3,0,0,0
10979390,1/7/2018,58365,9505,7,7,0,0,0,6,6,0,0,0
10979391,1/7/2018,51259,51434,6,6,0,0,0,2,2,0,0,0
10979392,1/7/2018,4769,91959,7,6,0,0,0,6,3,0,0,0
10979393,1/7/2018,41750,4487,5,6,7,0,0,7,4,5,0,0
10979394,1/7/2018,4423,4401,7,7,0,0,0,5,6,0,0,0
10979396,1/7/2018,83620,202479,6,7,6,0,0,7,5,3,0,0
10979397,1/7/2018,51259,58365,7,6,0,0,0,6,0,0,0,0
10979398,1/7/2018,4769,41750,6,6,0,0,0,4,3,0,0,0
10979400,1/7/2018,83620,51259,7,3,7,0,0,6,6,5,0,0
10979401,1/7/2018,4769,4423,6,6,0,0,0,4,4,0,0,0
10979402,1/7/2018,4769,83620,6,6,6,0,0,7,2,2,0,0
10979558,1/7/2018,3948,4035,6,6,0,0,0,4,3,0,0,0
10979564,1/7/2018,4984,6491,6,7,0,0,0,4,6,0,0,0
10979565,1/7/2018,3948,3829,6,7,0,0,0,4,6,0,0,0
10979566,1/7/2018,173321,58977,4,7,6,0,0,6,6,3,0,0
10979567,1/7/2018,76863,4341,6,7,0,0,0,4,6,0,0,0
10979615,1/7/2018,54554,87295,4,6,6,0,0,6,2,2,0,0
10979621,1/7/2018,10153,125251,6,6,0,0,0,3,3,0,0,0
10979626,1/7/2018,141998,79801,6,6,0,0,0,4,2,0,0,0
10979628,1/7/2018,52833,51487,7,6,0,0,0,5,4,0,0,0
10979631,1/7/2018,3501,4462,6,6,0,0,0,1,3,0,0,0
10979632,1/7/2018,65638,141998,6,6,0,0,0,4,3,0,0,0
10979633,1/7/2018,54554,52833,6,7,0,0,0,3,6,0,0,0
10979634,1/7/2018,3674,10153,1,6,6,0,0,6,3,0,0,0
10979635,1/7/2018,3501,65638,7,6,0,0,0,5,2,0,0,0
10979636,1/7/2018,3674,54554,7,6,0,0,0,6,2,0,0,0
10979637,1/7/2018,3501,3674,3,6,7,0,0,6,2,6,0,0
10984156,1/11/2018,3499,3620,6,6,0,0,0,4,4,0,0,0
10984157,1/11/2018,3570,3701,6,7,6,0,0,7,6,2,0,0
10984158,1/11/2018,67623,3481,6,6,0,0,0,4,4,0,0,0
10984159,1/11/2018,53374,3488,6,6,0,0,0,3,3,0,0,0
10984160,1/11/2018,5059,54351,7,6,0,0,0,6,3,0,0,0
10984161,1/11/2018,206796,3901,7,6,0,0,0,6,2,0,0,0
10984162,1/11/2018,3560,53449,6,6,0,0,0,3,2,0,0,0
10984163,1/11/2018,3868,3608,6,6,0,0,0,4,4,0,0,0
11019224,1/14/2018,49900,5016,6,6,0,0,0,3,1,0,0,0
11019225,1/14/2018,64515,4698,6,6,0,0,0,3,3,0,0,0
11019226,1/14/2018,74171,54182,6,6,0,0,0,4,3,0,0,0
11019227,1/14/2018,53221,4227,6,4,6,0,0,3,6,4,0,0
11019228,1/14/2018,90634,3675,6,6,0,0,0,3,4,0,0,0
11019231,1/14/2018,224122,471824,6,6,0,0,0,2,2,0,0,0
11019375,1/14/2018,42681,4019,6,6,0,0,0,0,4,0,0,0
11019376,1/14/2018,86388,125233,3,7,6,0,0,6,6,3,0,0
11019384,1/14/2018,98989,182461,6,7,0,0,0,4,5,0,0,0
11019387,1/14/2018,55027,4060,6,6,0,0,0,4,1,0,0,0
11019389,1/14/2018,124998,4352,7,6,6,0,0,6,7,2,0,0
11019391,1/14/2018,42681,86388,4,6,7,0,0,6,1,6,0,0
11019392,1/14/2018,846214,70784,4,6,6,0,0,6,3,4,0,0
11019395,1/14/2018,49899,98989,6,6,0,0,0,4,2,0,0,0
11019397,1/14/2018,55027,3771,5,6,6,0,0,7,1,1,0,0
11019398,1/14/2018,49869,124998,6,7,0,0,0,4,5,0,0,0
11019399,1/14/2018,846214,42681,6,6,0,0,0,3,3,0,0,0
11019400,1/14/2018,3626,90462,6,6,0,0,0,2,4,0,0,0
11019401,1/14/2018,65230,49899,3,6,6,0,0,6,2,2,0,0
11019402,1/14/2018,49869,55027,6,6,0,0,0,3,3,0,0,0
11019403,1/14/2018,3626,846214,6,6,0,0,0,3,3,0,0,0
11019404,1/14/2018,49869,65230,6,6,0,0,0,3,2,0,0,0
11019405,1/14/2018,49869,3626,3,6,6,0,0,6,3,3,0,0
11019458,1/14/2018,3709,205024,6,6,0,0,0,4,2,0,0,0
11019464,1/14/2018,412343,675323,6,6,0,0,0,4,3,0,0,0
11019465,1/14/2018,259634,4407,4,6,7,0,0,6,1,5,0,0
11019472,1/14/2018,4055,10148,6,6,0,0,0,2,4,0,0,0
11019473,1/14/2018,3709,3942,6,7,6,0,0,7,5,3,0,0
11019474,1/14/2018,208113,53937,3,6,6,0,0,6,2,3,0,0
11019476,1/14/2018,412343,259634,6,6,0,0,0,0,3,0,0,0
11019478,1/14/2018,75066,54196,4,6,6,0,0,6,1,4,0,0
11019480,1/14/2018,4055,3709,6,6,0,0,0,2,4,0,0,0
11019481,1/14/2018,208113,795528,6,4,6,0,0,3,6,3,0,0
11019482,1/14/2018,369129,412343,6,7,0,0,0,3,5,0,0,0
11019484,1/14/2018,4055,208113,6,7,0,0,0,3,5,0,0,0
11019485,1/14/2018,75066,369129,6,7,0,0,0,4,5,0,0,0
11019486,1/14/2018,4055,75066,6,6,0,0,0,4,0,0,0,0
11019582,1/14/2018,55329,208113,6,6,0,0,0,4,3,0,0,0
11019720,1/14/2018,3979,51315,6,6,0,0,0,4,2,0,0,0
11019721,1/14/2018,141998,3887,6,3,7,0,0,4,6,5,0,0
11019722,1/14/2018,51790,373773,6,5,6,0,0,2,7,0,0,0
11019723,1/14/2018,3610,207050,6,6,0,0,0,4,3,0,0,0
11019724,1/14/2018,51288,81226,6,7,0,0,0,2,5,0,0,0
11019725,1/14/2018,3484,4125,6,6,0,0,0,1,2,0,0,0
11019726,1/14/2018,75587,3775,5,6,7,0,0,7,2,5,0,0
11019727,1/14/2018,74716,216411,6,6,0,0,0,2,2,0,0,0
11019729,1/14/2018,251954,3839,7,6,0,0,0,6,4,0,0,0
11019730,1/14/2018,534560,3518,6,6,0,0,0,4,4,0,0,0
11019731,1/14/2018,3501,53378,6,6,0,0,0,3,2,0,0,0
11019732,1/14/2018,50992,49884,7,6,0,0,0,6,3,0,0,0
11019734,1/14/2018,206783,4001,6,6,0,0,0,2,3,0,0,0
11019735,1/14/2018,3458,3979,6,6,0,0,0,3,1,0,0,0
11019736,1/14/2018,51790,141998,3,6,6,0,0,6,3,3,0,0
11019737,1/14/2018,51288,3610,6,6,0,0,0,4,2,0,0,0
11019738,1/14/2018,75587,3484,6,6,0,0,0,3,3,0,0,0
11019739,1/14/2018,74716,669250,6,6,0,0,0,2,3,0,0,0
11019740,1/14/2018,534560,251954,3,6,7,0,0,6,4,5,0,0
11019741,1/14/2018,3501,50992,6,7,0,0,0,4,6,0,0,0
11019742,1/14/2018,206783,4122,6,6,0,0,0,3,4,0,0,0
11019743,1/14/2018,3458,51790,6,6,0,0,0,4,1,0,0,0
11019744,1/14/2018,75587,51288,6,6,0,0,0,3,2,0,0,0
11019745,1/14/2018,74716,534560,6,7,0,0,0,0,5,0,0,0
11019746,1/14/2018,206783,3501,7,7,0,0,0,5,6,0,0,0
11019747,1/14/2018,3458,75587,6,6,0,0,0,3,0,0,0,0
11019748,1/14/2018,206783,74716,6,6,7,0,0,7,1,6,0,0
11019749,1/14/2018,3458,206783,4,6,6,0,0,6,2,0,0,0
11019776,1/14/2018,141998,177312,6,0,6,0,0,3,6,4,0,0
11019778,1/14/2018,3610,58417,5,7,6,0,0,7,5,4,0,0
11019848,1/14/2018,27176,169607,6,6,0,0,0,1,2,0,0,0
11019881,1/14/2018,125087,67591,6,6,0,0,0,4,3,0,0,0
11019885,1/14/2018,125079,94598,6,6,0,0,0,3,1,0,0,0
11019890,1/14/2018,125087,50824,6,6,0,0,0,3,4,0,0,0
11019892,1/14/2018,125079,4733,6,6,0,0,0,2,2,0,0,0
11019893,1/14/2018,4526,56440,5,7,6,0,0,7,6,3,0,0
11019896,1/14/2018,125079,4526,6,7,0,0,0,3,6,0,0,0
11019235,1/14/2018,3656,56114,7,3,6,0,0,5,6,3,0,0
11019237,1/14/2018,49900,3777,3,7,7,0,0,6,6,6,0,0
11019238,1/14/2018,64515,74171,6,7,0,0,0,2,6,0,0,0
11019239,1/14/2018,53221,90634,6,6,0,0,0,4,4,0,0,0
11019243,1/14/2018,3656,86242,6,6,0,0,0,3,2,0,0,0
11019245,1/14/2018,4030,53221,7,6,0,0,0,5,4,0,0,0
11019246,1/14/2018,52873,224122,6,6,0,0,0,2,3,0,0,0
11019247,1/14/2018,3656,49900,6,3,7,0,0,2,6,6,0,0
11019248,1/14/2018,52873,4030,6,6,0,0,0,3,4,0,0,0
11019249,1/14/2018,52873,3656,6,7,0,0,0,2,5,0,0,0
11019289,1/14/2018,4654,3524,6,6,0,0,0,2,3,0,0,0
11019292,1/14/2018,206798,64566,6,6,0,0,0,0,4,0,0,0
11019294,1/14/2018,806315,205432,6,6,0,0,0,2,0,0,0,0
11019312,1/14/2018,4654,163983,6,6,0,0,0,2,2,0,0,0
11019316,1/14/2018,206800,806315,6,6,0,0,0,3,2,0,0,0
11019318,1/14/2018,196997,4837,4,6,6,0,0,6,4,3,0,0
11019326,1/14/2018,4756,169671,3,6,6,0,0,6,3,2,0,0
11019328,1/14/2018,206798,4654,6,6,0,0,0,4,3,0,0,0
11019329,1/14/2018,206800,196997,6,6,0,0,0,4,0,0,0,0
11019331,1/14/2018,4756,45583,6,7,0,0,0,3,6,0,0,0
11019332,1/14/2018,206800,206798,6,7,0,0,0,4,5,0,0,0
11019333,1/14/2018,4756,4108,6,7,6,0,0,7,6,1,0,0
11019589,1/14/2018,95375,3679,7,6,0,0,0,6,1,0,0,0
11019591,1/14/2018,4309,751617,6,6,0,0,0,2,4,0,0,0
11019594,1/14/2018,58977,4441,6,7,0,0,0,4,5,0,0,0
11019595,1/14/2018,298703,93116,7,6,0,0,0,6,3,0,0,0
11019596,1/14/2018,54171,52337,3,7,6,0,0,6,5,2,0,0
11019597,1/14/2018,3867,53149,3,6,7,0,0,6,3,6,0,0
