resultid,resultdate,winner1id,loser1id,winnerset1,winnerset2,winnerset3,winnerset4,winnerset5,loserset1,loserset2,loserset3,loserset4,loserset5
11152621,2/4/2018,4726,58228,6,6,0,0,0,4,2,0,0,0
11152622,2/4/2018,51790,5164,6,2,6,0,0,4,6,2,0,0
11152623,2/4/2018,74092,4331,6,6,0,0,0,0,4,0,0,0
11152624,2/4/2018,3487,751617,7,7,0,0,0,5,5,0,0,0
11152625,2/4/2018,4957,3839,6,6,0,0,0,4,4,0,0,0
11152626,2/4/2018,5055,4075,2,7,6,0,0,6,6,1,0,0
11152627,2/4/2018,204410,4309,6,6,6,0,0,7,1,3,0,0
11152628,2/4/2018,4726,3458,3,7,6,0,0,6,6,4,0,0
11152629,2/4/2018,74092,51790,7,6,0,0,0,6,3,0,0,0
11152630,2/4/2018,3487,4957,6,6,0,0,0,1,4,0,0,0
11152631,2/4/2018,204410,5055,2,6,6,0,0,6,2,3,0,0
11152632,2/4/2018,74092,4726,6,2,6,0,0,3,6,2,0,0
11152633,2/4/2018,3487,204410,6,3,6,0,0,3,6,4,0,0
11152634,2/4/2018,3487,74092,6,6,0,0,0,1,2,0,0,0
11152653,2/4/2018,76863,3977,6,6,0,0,0,1,4,0,0,0
11152654,2/4/2018,4154,3680,6,6,0,0,0,2,4,0,0,0
11152658,2/4/2018,83953,3553,6,6,6,0,0,3,7,3,0,0
11152659,2/4/2018,3759,9674,6,3,6,0,0,3,6,1,0,0
11152661,2/4/2018,970273,252053,3,6,6,0,0,6,4,3,0,0
11152663,2/4/2018,51247,6491,6,6,0,0,0,3,3,0,0,0
11152666,2/4/2018,51259,91959,6,6,0,0,0,2,4,0,0,0
11152668,2/4/2018,4075,4154,6,6,0,0,0,1,3,0,0,0
11152670,2/4/2018,3759,83953,4,6,6,0,0,6,2,0,0,0
11152671,2/4/2018,970273,4462,6,6,0,0,0,4,3,0,0,0
11152672,2/4/2018,251954,51247,7,6,6,0,0,5,7,1,0,0
11152674,2/4/2018,76863,51259,3,6,6,0,0,6,2,4,0,0
11152676,2/4/2018,3759,970273,6,6,0,0,0,2,4,0,0,0
11152693,2/4/2018,3524,87175,7,7,0,0,0,6,5,0,0,0
11152694,2/4/2018,182461,167844,7,6,0,0,0,6,0,0,0,0
11152696,2/4/2018,3765,751633,7,7,0,0,0,5,6,0,0,0
11152697,2/4/2018,4707,89740,6,2,6,0,0,2,6,4,0,0
11152702,2/4/2018,5016,53070,6,6,0,0,0,2,4,0,0,0
11152704,2/4/2018,3887,203204,7,6,0,0,0,6,2,0,0,0
11152551,2/4/2018,54171,77977,6,7,0,0,0,4,6,0,0,0
11152552,2/4/2018,49944,70414,6,1,6,0,0,4,6,3,0,0
11152553,2/4/2018,67499,205437,7,6,0,0,0,6,2,0,0,0
11152554,2/4/2018,45625,4756,7,6,0,0,0,5,4,0,0,0
11152556,2/4/2018,3652,4802,7,6,0,0,0,6,1,0,0,0
11152558,2/4/2018,54171,77968,7,6,6,0,0,6,7,4,0,0
11152560,2/4/2018,49944,67499,7,6,0,0,0,6,3,0,0,0
11152773,2/4/2018,366177,53058,5,6,6,0,0,7,0,3,0,0
11152775,2/4/2018,4465,49962,6,6,0,0,0,2,2,0,0,0
11152777,2/4/2018,87176,51322,7,4,6,0,0,6,6,1,0,0
11152781,2/4/2018,52921,51487,6,7,0,0,0,2,6,0,0,0
11152783,2/4/2018,81997,51742,2,6,6,0,0,6,3,4,0,0
11152787,2/4/2018,172172,3497,6,7,0,0,0,4,6,0,0,0
11152788,2/4/2018,51634,4820,6,7,0,0,0,2,5,0,0,0
11152792,2/4/2018,49869,202388,6,6,0,0,0,4,4,0,0,0
11152795,2/4/2018,4465,87176,7,3,7,0,0,6,6,5,0,0
11152796,2/4/2018,57216,52921,6,6,0,0,0,4,2,0,0,0
11152799,2/4/2018,49984,4419,6,6,0,0,0,4,1,0,0,0
11152801,2/4/2018,534560,366177,6,7,0,0,0,4,6,0,0,0
11152802,2/4/2018,4465,57216,6,3,6,0,0,2,6,1,0,0
11152803,2/4/2018,172172,81997,7,6,0,0,0,6,1,0,0,0
11152804,2/4/2018,49984,205032,6,2,6,0,0,2,6,4,0,0
11152805,2/4/2018,534560,4465,6,6,0,0,0,2,2,0,0,0
11152806,2/4/2018,49984,172172,6,7,0,0,0,3,6,0,0,0
11152807,2/4/2018,534560,49984,3,6,6,0,0,6,3,2,0,0
11152855,2/4/2018,53058,51663,6,6,0,0,0,3,1,0,0,0
11152871,2/4/2018,4739,115535,1,6,7,0,0,6,4,6,0,0
11152877,2/4/2018,74814,4783,6,4,7,0,0,4,6,6,0,0
11152878,2/4/2018,3965,52833,6,6,0,0,0,4,4,0,0,0
11152882,2/4/2018,3675,67284,7,3,6,0,0,6,6,3,0,0
11152884,2/4/2018,3777,224122,6,7,0,0,0,2,6,0,0,0
11152888,2/4/2018,4032,28520,6,6,0,0,0,2,1,0,0,0
11152893,2/4/2018,59419,49900,6,5,7,0,0,4,7,6,0,0
11152705,2/4/2018,3631,4019,5,6,6,0,0,7,3,4,0,0
11152710,2/4/2018,3765,741933,6,6,0,0,0,4,4,0,0,0
11152712,2/4/2018,28527,10080,6,6,0,0,0,4,4,0,0,0
11152713,2/4/2018,5016,55851,4,6,6,0,0,6,4,4,0,0
11152715,2/4/2018,3898,3631,6,7,0,0,0,3,5,0,0,0
11152717,2/4/2018,182461,3765,3,6,7,0,0,6,3,6,0,0
11152718,2/4/2018,4707,28527,6,6,0,0,0,2,4,0,0,0
11152720,2/4/2018,3887,5016,7,6,0,0,0,6,4,0,0,0
11152722,2/4/2018,3501,3898,7,6,0,0,0,6,3,0,0,0
11152723,2/4/2018,4707,182461,5,6,6,0,0,7,0,2,0,0
11152724,2/4/2018,3887,3501,7,6,0,0,0,6,1,0,0,0
11152726,2/4/2018,4707,3887,6,7,0,0,0,1,6,0,0,0
11152925,2/4/2018,3862,64312,6,6,6,0,0,7,4,2,0,0
11152929,2/4/2018,206792,207045,6,6,0,0,0,4,1,0,0,0
11152930,2/4/2018,54026,87178,6,6,0,0,0,2,3,0,0,0
11152931,2/4/2018,51655,51704,6,6,0,0,0,1,2,0,0,0
11152932,2/4/2018,28095,87295,6,6,0,0,0,2,3,0,0,0
11152933,2/4/2018,209257,79558,6,6,0,0,0,3,2,0,0,0
11152935,2/4/2018,137424,51639,6,6,0,0,0,2,3,0,0,0
11152937,2/4/2018,54348,64675,6,1,6,0,0,4,6,3,0,0
11152939,2/4/2018,28414,55326,6,7,0,0,0,4,6,0,0,0
11152946,2/4/2018,50822,806315,6,7,0,0,0,4,6,0,0,0
11152948,2/4/2018,206792,54026,7,6,0,0,0,5,0,0,0,0
11152949,2/4/2018,28095,51655,5,6,6,0,0,7,2,3,0,0
11152951,2/4/2018,196997,209257,6,7,0,0,0,4,6,0,0,0
11152955,2/4/2018,28414,54348,6,6,0,0,0,4,1,0,0,0
11152959,2/4/2018,3862,50822,6,1,6,0,0,1,6,1,0,0
11152961,2/4/2018,206792,28095,3,6,6,0,0,6,3,2,0,0
11152963,2/4/2018,196997,137424,6,3,7,0,0,4,6,6,0,0
11152965,2/4/2018,28528,28414,6,4,6,0,0,4,6,3,0,0
11152966,2/4/2018,206792,3862,7,7,0,0,0,6,5,0,0,0
11152967,2/4/2018,196997,28528,3,6,6,0,0,6,3,2,0,0
11152968,2/4/2018,206792,196997,3,6,6,0,0,6,2,1,0,0
11152895,2/4/2018,4629,5246,6,7,0,0,0,3,5,0,0,0
11152897,2/4/2018,3965,74814,7,6,0,0,0,5,0,0,0,0
11152899,2/4/2018,87236,3774,6,6,0,0,0,3,1,0,0,0
11152903,2/4/2018,3777,87233,3,6,6,0,0,6,3,4,0,0
11152905,2/4/2018,4032,27683,6,6,0,0,0,3,4,0,0,0
11152907,2/4/2018,59419,4739,6,6,0,0,0,2,2,0,0,0
11152909,2/4/2018,3965,4629,7,7,0,0,0,6,5,0,0,0
11152911,2/4/2018,87236,3675,1,6,6,0,0,6,4,2,0,0
11152913,2/4/2018,4032,3777,6,6,6,0,0,3,7,3,0,0
11152915,2/4/2018,3965,59419,6,7,0,0,0,4,5,0,0,0
11152917,2/4/2018,87236,4032,6,6,0,0,0,4,4,0,0,0
11152919,2/4/2018,3965,87236,6,7,0,0,0,2,6,0,0,0
11153041,2/4/2018,3691,4630,6,6,0,0,0,3,3,0,0,0
11153042,2/4/2018,3619,51288,2,6,6,0,0,6,3,4,0,0
11153044,2/4/2018,55210,4225,7,7,0,0,0,6,6,0,0,0
11153045,2/4/2018,142094,3713,6,3,6,0,0,4,6,4,0,0
11153046,2/4/2018,4238,45571,6,6,0,0,0,3,3,0,0,0
11153047,2/4/2018,10058,9997,5,6,7,0,0,7,2,6,0,0
11153048,2/4/2018,5218,55908,6,6,0,0,0,4,4,0,0,0
11153049,2/4/2018,50772,4423,6,6,0,0,0,3,3,0,0,0
11153050,2/4/2018,4193,76845,6,6,0,0,0,3,1,0,0,0
11153051,2/4/2018,3994,3746,6,2,6,0,0,4,6,4,0,0
11153052,2/4/2018,60157,206683,6,5,6,0,0,2,7,1,0,0
11153053,2/4/2018,3711,9705,6,4,6,0,0,1,6,3,0,0
11153055,2/4/2018,3799,3669,1,7,7,0,0,6,6,6,0,0
11153057,2/4/2018,151401,4072,7,6,0,0,0,5,3,0,0,0
11153059,2/4/2018,224678,206329,6,7,0,0,0,2,6,0,0,0
11153061,2/4/2018,3691,3619,4,6,6,0,0,6,4,4,0,0
11153063,2/4/2018,81226,55210,6,7,0,0,0,0,5,0,0,0
11153065,2/4/2018,142094,4238,7,6,7,0,0,6,7,6,0,0
11153067,2/4/2018,5218,10058,4,6,6,0,0,6,1,4,0,0
11153069,2/4/2018,4193,50772,7,6,0,0,0,6,4,0,0,0
11153071,2/4/2018,60157,3994,6,2,7,0,0,4,6,6,0,0
11153073,2/4/2018,3711,3799,6,6,0,0,0,4,4,0,0,0
11153075,2/4/2018,151401,224678,7,2,6,0,0,5,6,3,0,0
11153077,2/4/2018,3691,81226,7,6,0,0,0,6,3,0,0,0
11153079,2/4/2018,5218,142094,6,6,0,0,0,1,1,0,0,0
11153081,2/4/2018,4193,60157,6,6,0,0,0,3,3,0,0,0
11153083,2/4/2018,151401,3711,6,6,0,0,0,4,2,0,0,0
11153084,2/4/2018,3691,5218,6,6,0,0,0,4,4,0,0,0
11153085,2/4/2018,151401,4193,6,6,0,0,0,4,4,0,0,0
11153086,2/4/2018,3691,151401,6,6,0,0,0,1,4,0,0,0
11153087,2/4/2018,83713,182464,6,6,0,0,0,4,2,0,0,0
11153091,2/4/2018,53059,65263,6,6,0,0,0,4,2,0,0,0
11153105,2/4/2018,53059,4279,6,6,0,0,0,4,1,0,0,0
11153106,2/4/2018,52868,4084,6,6,0,0,0,0,2,0,0,0
11153113,2/4/2018,206807,741693,6,6,0,0,0,2,4,0,0,0
11153115,2/4/2018,83713,89761,6,6,0,0,0,4,1,0,0,0
11153117,2/4/2018,52868,53059,6,6,0,0,0,1,2,0,0,0
11153119,2/4/2018,42672,70402,7,7,0,0,0,6,6,0,0,0
11153121,2/4/2018,4060,206807,2,6,6,0,0,6,3,4,0,0
11153123,2/4/2018,83713,52868,6,7,0,0,0,3,5,0,0,0
11153125,2/4/2018,42672,4060,6,6,0,0,0,4,1,0,0,0
11153127,2/4/2018,42672,83713,6,6,0,0,0,2,1,0,0,0
11153175,2/4/2018,5691,158788,6,3,6,0,0,1,6,2,0,0
11153176,2/4/2018,369129,10148,6,6,0,0,0,0,2,0,0,0
11153177,2/4/2018,69297,45637,4,6,6,0,0,6,2,3,0,0
11153180,2/4/2018,54109,75066,6,6,0,0,0,4,1,0,0,0
11153183,2/4/2018,208113,191106,6,7,0,0,0,4,6,0,0,0
11153184,2/4/2018,203822,926490,6,6,0,0,0,3,4,0,0,0
11153187,2/4/2018,847361,4378,5,6,7,0,0,7,4,6,0,0
11153190,2/4/2018,369129,69297,2,7,6,0,0,6,6,3,0,0
11153192,2/4/2018,58365,54109,6,4,6,0,0,2,6,4,0,0
11153196,2/4/2018,42658,5691,6,6,0,0,0,2,4,0,0,0
11153197,2/4/2018,369129,53937,6,7,0,0,0,3,6,0,0,0
11153198,2/4/2018,208113,58365,7,4,6,0,0,6,6,2,0,0
11153200,2/4/2018,42658,369129,6,6,0,0,0,2,0,0,0,0
11153030,2/4/2018,3518,3950,6,6,0,0,0,0,4,0,0,0
11153033,2/4/2018,83620,51434,6,6,0,0,0,3,4,0,0,0
11153037,2/4/2018,51288,3518,6,6,7,0,0,7,1,6,0,0
11153038,2/4/2018,10058,81226,7,3,6,0,0,6,6,2,0,0
11153039,2/4/2018,4423,83620,7,6,0,0,0,6,4,0,0,0
11153040,2/4/2018,206683,3571,6,2,6,0,0,3,6,4,0,0
11153327,2/4/2018,3905,71483,6,6,0,0,0,0,3,0,0,0
11153330,2/4/2018,53378,4094,6,6,0,0,0,0,1,0,0,0
11153333,2/4/2018,3979,65765,6,7,0,0,0,3,6,0,0,0
11153334,2/4/2018,4875,54784,6,6,0,0,0,2,2,0,0,0
11153342,2/4/2018,206783,3905,6,6,0,0,0,4,1,0,0,0
11153343,2/4/2018,71210,4891,6,7,0,0,0,1,6,0,0,0
11153344,2/4/2018,53378,54051,6,6,0,0,0,3,2,0,0,0
11153346,2/4/2018,4875,4752,6,6,0,0,0,2,3,0,0,0
11153349,2/4/2018,3775,65798,6,6,0,0,0,4,2,0,0,0
11153350,2/4/2018,206783,71210,6,6,0,0,0,3,1,0,0,0
11153351,2/4/2018,3979,53378,6,6,0,0,0,3,3,0,0,0
11153354,2/4/2018,206783,3979,6,6,0,0,0,3,1,0,0,0
11153355,2/4/2018,4875,3775,3,6,6,0,0,6,0,3,0,0
11153356,2/4/2018,206783,4875,6,6,0,0,0,2,3,0,0,0
11161128,2/4/2018,3745,52886,6,3,6,0,0,3,6,3,0,0
11161134,2/4/2018,3766,4802,6,7,0,0,0,4,6,0,0,0
11161135,2/4/2018,7479,58977,6,6,0,0,0,2,0,0,0,0
11161136,2/4/2018,5069,45625,7,4,7,0,0,6,6,6,0,0
11161138,2/4/2018,3881,3666,6,7,0,0,0,3,6,0,0,0
11161139,2/4/2018,34191,75587,4,6,6,0,0,6,2,4,0,0
11161146,2/4/2018,240231,52847,6,6,6,0,0,7,3,2,0,0
11161147,2/4/2018,57433,52848,6,6,0,0,0,2,4,0,0,0
11161090,2/4/2018,218159,411593,6,6,0,0,0,1,3,0,0,0
11161093,2/4/2018,3880,4378,6,6,0,0,0,4,4,0,0,0
11161094,2/4/2018,4622,4537,3,7,7,0,0,6,6,6,0,0
11161095,2/4/2018,3790,224389,6,6,0,0,0,3,4,0,0,0
11161105,2/4/2018,3476,207039,7,7,0,0,0,6,6,0,0,0
11161108,2/4/2018,49954,115191,6,7,6,0,0,7,5,1,0,0
11161110,2/4/2018,3507,3482,6,6,0,0,0,4,3,0,0,0
11161112,2/4/2018,4142,74716,5,6,7,0,0,7,3,6,0,0
11161113,2/4/2018,3462,66480,6,7,7,0,0,7,6,6,0,0
11161120,2/4/2018,46561,3673,7,6,0,0,0,6,3,0,0,0
11161121,2/4/2018,3758,51433,4,6,6,0,0,6,4,3,0,0
11161099,2/5/2018,217470,3586,4,6,6,0,0,6,4,2,0,0
11161100,2/5/2018,3880,212029,7,6,0,0,0,5,4,0,0,0
11161101,2/5/2018,93116,206794,6,6,6,0,0,4,7,2,0,0
11161102,2/5/2018,95161,3588,7,6,0,0,0,5,0,0,0,0
11161114,2/5/2018,3498,3907,7,6,0,0,0,6,1,0,0,0
11161115,2/5/2018,3723,3503,6,6,0,0,0,4,4,0,0,0
11161141,2/5/2018,3766,34191,6,6,0,0,0,2,2,0,0,0
11161142,2/5/2018,7479,3881,5,7,6,0,0,7,6,1,0,0
11161143,2/5/2018,5069,240231,6,6,0,0,0,1,4,0,0,0
11161144,2/5/2018,57433,3745,4,6,6,0,0,6,2,4,0,0
11161116,2/5/2018,3462,3476,6,6,0,0,0,4,1,0,0,0
11161117,2/5/2018,3671,4142,7,6,0,0,0,5,4,0,0,0
11161118,2/5/2018,3758,49954,6,6,0,0,0,3,3,0,0,0
11161119,2/5/2018,3507,46561,1,6,6,0,0,6,4,3,0,0
11161130,2/5/2018,53840,206781,6,6,0,0,0,4,4,0,0,0
11161133,2/5/2018,3499,3486,6,6,0,0,0,4,4,0,0,0
11161087,2/6/2018,3915,3567,6,7,0,0,0,4,6,0,0,0
11161088,2/6/2018,218159,4622,7,6,0,0,0,6,3,0,0,0
11161104,2/6/2018,3960,3462,6,6,6,0,0,3,7,3,0,0
11161106,2/6/2018,3671,3476,6,6,0,0,0,4,1,0,0,0
11161111,2/6/2018,3758,3761,6,6,0,0,0,3,3,0,0,0
11161126,2/6/2018,54351,3560,6,6,6,0,0,7,3,4,0,0
11161127,2/6/2018,49955,3866,6,7,0,0,0,3,6,0,0,0
11161129,2/6/2018,3475,94283,4,7,7,0,0,6,5,5,0,0
11161131,2/6/2018,3464,7479,6,4,7,0,0,1,6,6,0,0
11161132,2/6/2018,57433,3766,7,7,0,0,0,6,6,0,0,0
11169364,2/7/2018,3686,27182,6,6,7,0,0,4,7,6,0,0
11169365,2/7/2018,298703,3790,6,6,7,0,0,7,2,6,0,0
11169367,2/7/2018,4537,3718,6,6,0,0,0,3,4,0,0,0
11169368,2/7/2018,3772,3927,6,6,0,0,0,4,2,0,0,0
11169370,2/7/2018,4053,4225,7,6,0,0,0,6,3,0,0,0
11169375,2/7/2018,3671,3959,7,7,0,0,0,5,6,0,0,0
11169376,2/7/2018,3758,3723,4,6,7,0,0,6,2,5,0,0
11169377,2/7/2018,4151,3868,7,6,0,0,0,6,4,0,0,0
11169378,2/7/2018,3961,46561,7,6,0,0,0,6,3,0,0,0
11169379,2/7/2018,943670,52337,6,6,0,0,0,4,4,0,0,0
11169380,2/7/2018,53149,3943,7,6,0,0,0,6,4,0,0,0
11169381,2/7/2018,3867,3465,6,6,0,0,0,3,4,0,0,0
11169356,2/7/2018,4372,3464,6,6,0,0,0,4,2,0,0,0
11169357,2/7/2018,53840,3475,6,6,0,0,0,2,1,0,0,0
11169358,2/7/2018,3468,53374,6,6,0,0,0,0,3,0,0,0
11169359,2/7/2018,3495,4073,5,6,6,0,0,7,3,4,0,0
11169360,2/7/2018,3605,54552,6,6,0,0,0,1,2,0,0,0
11169361,2/7/2018,207037,5069,7,6,6,0,0,6,7,4,0,0
11176556,2/8/2018,3880,217512,6,6,0,0,0,4,2,0,0,0
11176557,2/8/2018,206806,4053,6,3,6,0,0,3,6,3,0,0
11176558,2/8/2018,3993,95161,6,3,6,0,0,4,6,4,0,0
11176559,2/8/2018,218159,3488,7,7,0,0,0,6,5,0,0,0
11176560,2/8/2018,3772,217470,4,6,6,0,0,6,1,4,0,0
11176561,2/8/2018,93116,3686,7,6,7,0,0,5,7,6,0,0
11176562,2/8/2018,298703,4047,4,7,6,0,0,6,6,3,0,0
11176563,2/8/2018,3915,4537,7,4,7,0,0,6,6,5,0,0
11176572,2/8/2018,200399,3507,4,6,6,0,0,6,2,3,0,0
11176573,2/8/2018,3961,3701,6,6,6,0,0,7,3,1,0,0
11176574,2/8/2018,3620,3867,4,7,7,0,0,6,6,6,0,0
11176575,2/8/2018,3960,3828,7,1,7,0,0,6,6,6,0,0
11176576,2/8/2018,53149,3498,7,7,0,0,0,5,6,0,0,0
11176577,2/8/2018,4151,943670,6,6,0,0,0,2,2,0,0,0
11176548,2/8/2018,49953,57433,6,6,0,0,0,1,2,0,0,0
11176549,2/8/2018,200425,3863,7,6,7,0,0,6,7,6,0,0
11176550,2/8/2018,3654,3605,7,6,0,0,0,5,4,0,0,0
11176551,2/8/2018,3468,207037,7,5,6,0,0,6,7,3,0,0
11176552,2/8/2018,54351,49955,6,7,0,0,0,2,6,0,0,0
11176553,2/8/2018,3499,3495,6,7,0,0,0,4,6,0,0,0
11187615,2/9/2018,206806,3772,6,6,0,0,0,2,4,0,0,0
11187616,2/9/2018,3915,3993,6,2,6,0,0,4,6,4,0,0
11187617,2/9/2018,218159,298703,3,6,7,0,0,6,2,6,0,0
11187618,2/9/2018,3880,93116,6,6,0,0,0,3,4,0,0,0
11187622,2/9/2018,200399,3960,6,7,0,0,0,1,6,0,0,0
11187623,2/9/2018,4151,3620,6,6,0,0,0,4,4,0,0,0
11187624,2/9/2018,3671,53149,6,4,6,0,0,4,6,3,0,0
11187625,2/9/2018,3758,3961,7,6,0,0,0,6,4,0,0,0
11187611,2/9/2018,4372,54351,6,6,0,0,0,4,4,0,0,0
11187612,2/9/2018,49953,3499,6,6,0,0,0,1,4,0,0,0
11187613,2/9/2018,200425,53840,6,7,0,0,0,4,6,0,0,0
11187614,2/9/2018,3468,3654,6,6,0,0,0,4,2,0,0,0
11194206,2/10/2018,3671,200399,7,6,0,0,0,6,4,0,0,0
11194207,2/10/2018,4151,3758,6,6,0,0,0,4,2,0,0,0
11194210,2/10/2018,206806,3915,6,6,6,0,0,4,7,4,0,0
11194211,2/10/2018,218159,3880,4,6,6,0,0,6,3,2,0,0
11194213,2/10/2018,3468,4372,6,0,6,0,0,4,6,3,0,0
11208125,2/10/2018,3790,4560,6,6,0,0,0,1,2,0,0,0
11208126,2/10/2018,3927,3734,6,6,0,0,0,4,3,0,0,0
11208131,2/10/2018,3586,205445,6,6,0,0,0,4,4,0,0,0
11208134,2/10/2018,3946,224389,4,6,6,0,0,6,3,0,0,0
11208137,2/10/2018,95161,49930,6,6,0,0,0,1,3,0,0,0
11208164,2/10/2018,53374,3778,6,6,0,0,0,1,1,0,0,0
11208166,2/10/2018,3605,3828,6,6,0,0,0,4,4,0,0,0
11208168,2/10/2018,207037,3597,4,6,6,0,0,6,3,4,0,0
11208169,2/10/2018,3867,4707,7,6,0,0,0,6,4,0,0,0
11208170,2/10/2018,3507,94283,2,7,7,0,0,6,6,6,0,0
11208173,2/10/2018,64324,3644,6,7,0,0,0,4,6,0,0,0
11208174,2/10/2018,3863,59419,4,6,6,0,0,6,1,4,0,0
11208179,2/10/2018,49955,3619,7,6,0,0,0,5,2,0,0,0
11208138,2/10/2018,3910,3791,7,6,0,0,0,5,0,0,0,0
11208140,2/10/2018,45660,4537,7,6,0,0,0,6,4,0,0,0
11553737,2/11/2018,9505,27193,6,6,0,0,0,2,4,0,0,0
11553738,2/11/2018,27193,85308,6,6,0,0,0,4,4,0,0,0
11200521,2/11/2018,218159,206806,6,4,6,0,0,3,6,4,0,0
11200525,2/11/2018,3671,4151,7,6,6,0,0,6,7,4,0,0
11206099,2/11/2018,45574,4375,2,6,6,0,0,6,0,1,0,0
11206106,2/11/2018,91084,3950,6,6,0,0,0,4,1,0,0,0
11206107,2/11/2018,806774,74928,6,7,0,0,0,2,6,0,0,0
11206108,2/11/2018,3571,80810,6,6,0,0,0,3,2,0,0,0
11206114,2/11/2018,806774,91084,6,7,0,0,0,4,6,0,0,0
11206118,2/11/2018,4630,55908,7,3,6,0,0,6,6,2,0,0
11206119,2/11/2018,205461,4769,7,3,6,0,0,6,6,3,0,0
11206120,2/11/2018,926490,3799,7,7,0,0,0,6,6,0,0,0
11206121,2/11/2018,45571,3571,6,6,0,0,0,4,2,0,0,0
11206122,2/11/2018,4193,3669,6,7,0,0,0,4,6,0,0,0
11206123,2/11/2018,81226,4423,6,6,0,0,0,2,2,0,0,0
11206124,2/11/2018,9705,55210,6,6,0,0,0,3,4,0,0,0
11206125,2/11/2018,3994,4171,7,6,0,0,0,6,3,0,0,0
11206126,2/11/2018,142094,9997,6,7,0,0,0,4,6,0,0,0
11206127,2/11/2018,806774,3746,6,4,7,0,0,4,6,6,0,0
11206128,2/11/2018,83620,51288,7,4,0,0,0,6,3,0,0,0
11206129,2/11/2018,56303,53255,6,6,0,0,0,2,3,0,0,0
11206131,2/11/2018,10058,51259,7,4,6,0,0,6,6,3,0,0
11206132,2/11/2018,5218,206683,6,6,0,0,0,2,0,0,0,0
11206133,2/11/2018,151401,58365,6,6,0,0,0,4,4,0,0,0
11206134,2/11/2018,4630,205461,5,6,6,0,0,7,3,4,0,0
11206135,2/11/2018,45571,926490,6,6,0,0,0,3,2,0,0,0
11206136,2/11/2018,81226,4193,7,6,0,0,0,6,3,0,0,0
11206137,2/11/2018,3994,9705,6,6,6,0,0,7,4,4,0,0
11206138,2/11/2018,142094,806774,6,7,0,0,0,4,6,0,0,0
11206139,2/11/2018,56303,83620,6,6,0,0,0,4,4,0,0,0
11206140,2/11/2018,10019,10058,6,6,0,0,0,1,4,0,0,0
11206141,2/11/2018,5218,151401,1,7,6,0,0,6,6,2,0,0
11206142,2/11/2018,4630,45571,7,7,0,0,0,5,5,0,0,0
11206143,2/11/2018,81226,3994,6,7,0,0,0,2,6,0,0,0
11206144,2/11/2018,142094,56303,7,6,6,0,0,6,7,1,0,0
11206145,2/11/2018,5218,10019,6,6,0,0,0,3,1,0,0,0
11206146,2/11/2018,81226,4630,6,6,0,0,0,3,1,0,0,0
11206147,2/11/2018,5218,142094,7,4,6,0,0,6,6,2,0,0
11206148,2/11/2018,5218,81226,6,2,7,0,0,4,6,6,0,0
11206164,2/11/2018,82019,51216,6,7,0,0,0,4,5,0,0,0
11206165,2/11/2018,4190,3635,2,7,7,0,0,6,6,6,0,0
11206166,2/11/2018,176778,51227,6,6,0,0,0,3,4,0,0,0
11206167,2/11/2018,87233,115535,7,6,0,0,0,6,2,0,0,0
11206169,2/11/2018,4929,53085,2,6,6,0,0,6,1,4,0,0
11206170,2/11/2018,49900,224122,6,7,0,0,0,4,6,0,0,0
11206173,2/11/2018,207061,3646,6,6,6,0,0,4,7,3,0,0
11206175,2/11/2018,51653,67284,7,6,0,0,0,6,3,0,0,0
11206176,2/11/2018,52873,57180,6,6,0,0,0,2,1,0,0,0
11206179,2/11/2018,4022,56114,6,7,0,0,0,4,5,0,0,0
11206180,2/11/2018,82019,4190,6,6,0,0,0,3,3,0,0,0
11206181,2/11/2018,87233,176778,7,7,0,0,0,5,5,0,0,0
11206182,2/11/2018,4929,4024,5,7,7,0,0,7,5,6,0,0
11206183,2/11/2018,49900,77968,6,6,7,0,0,7,1,6,0,0
11206185,2/11/2018,51313,51653,6,6,6,0,0,7,3,2,0,0
11206186,2/11/2018,158263,52873,6,1,6,0,0,4,6,4,0,0
11206189,2/11/2018,49900,4929,7,6,0,0,0,6,4,0,0,0
11206190,2/11/2018,51313,207061,5,7,7,0,0,7,5,6,0,0
11206191,2/11/2018,158263,4022,6,6,0,0,0,3,4,0,0,0
11206192,2/11/2018,49900,82019,6,3,7,0,0,3,6,5,0,0
11206193,2/11/2018,158263,51313,6,6,0,0,0,4,3,0,0,0
11206194,2/11/2018,49900,158263,6,7,0,0,0,4,5,0,0,0
11206432,2/11/2018,202388,87903,6,7,0,0,0,3,5,0,0,0
11206433,2/11/2018,57216,51663,6,4,6,0,0,3,6,2,0,0
11206435,2/11/2018,4419,64700,6,5,6,0,0,3,7,2,0,0
11206442,2/11/2018,205032,4820,4,7,6,0,0,6,6,3,0,0
11206443,2/11/2018,70622,51809,7,7,0,0,0,6,5,0,0,0
11206445,2/11/2018,172172,67412,7,6,0,0,0,5,2,0,0,0
11206447,2/11/2018,534560,202388,6,7,0,0,0,4,5,0,0,0
11206448,2/11/2018,224562,57216,6,6,0,0,0,4,1,0,0,0
11206450,2/11/2018,3497,7681,7,2,6,0,0,6,6,2,0,0
11206453,2/11/2018,49962,70622,6,3,6,0,0,4,6,3,0,0
11206454,2/11/2018,49869,172172,6,7,0,0,0,3,5,0,0,0
11206455,2/11/2018,534560,224562,6,6,0,0,0,2,3,0,0,0
11206458,2/11/2018,49869,49962,6,6,0,0,0,3,4,0,0,0
11206459,2/11/2018,3497,534560,6,6,0,0,0,4,0,0,0,0
