,0
49875,0.16362731545389736
54228,0.025362773181726875
67610,0.17503257537498718
50772,0.07010237596542383
3460,0.2638974126595329
3597,0.14836292316712402
151401,0.4491734017790874
5055,0.06856793347530304
4445,0.22437672207001605
28094,0.17218996508788165
58228,0.17248131718384488
3713,0.1969615923277379
85308,0.0035877608986612207
960543,0.0016922028209660283
45637,0.009564708448313862
39539,3.8247588268082394e-05
54109,0.02598868377455109
207039,0.22595831287479395
55908,0.16443224781027585
256513,0.20924199636427931
3791,0.08730437548656159
4225,0.2657393800039601
729006,0.02219892464140629
3718,0.2991357698035393
45571,0.18293765343256296
3758,0.37888513107710386
4193,0.5861850391765293
56303,0.29106962816797977
54111,0.255657061845772
65365,0.19496900895788719
4171,0.1084336611545839
27182,0.2320002365976865
3495,0.5112019344923212
51297,0.6303973455973998
83218,0.5097994417430057
53449,0.41052431874748335
3620,0.3116336183402233
3712,0.47948610853477713
224678,0.5115490151458504
3567,0.288926494413363
3572,0.09571281523051646
235621,0.5563246526911749
3486,0.41449948538606435
253195,0.39192351056296804
3828,0.3056239510585133
3654,0.4298040932968052
34037,0.3728437252044998
51293,0.21534976885088447
3698,0.36796717129663986
3702,0.4477088436687783
3469,0.470382490966014
51296,0.35994136294896845
67623,0.41738347025109784
173321,0.11964122014405607
3866,0.2839781542708948
10019,0.29713348253475735
54171,0.22918431830043734
76863,0.037463241805617005
9705,0.19878574503218938
93116,0.26361853332490276
206329,0.17077405209527374
95161,0.356523984192711
46561,0.24259423810953143
3487,0.17884567219346748
4331,0.19793098482647076
3666,0.16110501963064522
4622,0.24710361874443168
5069,0.2164742823482259
240231,0.4179329311133576
3948,0.11104753077508009
4630,0.17826534270596767
198546,0.328755615548999
51433,0.1989600348227852
4984,0.09757674252217226
3884,0.19674794328994044
73237,0.3379212896079533
3994,0.2338190824712561
5164,0.16071769798949
809538,0.007358314488296883
60157,0.48748602921887685
51289,0.23714381782078314
83713,0.08094008927764912
3881,0.09055815727281194
9505,0.059412918576339076
10080,0.026114138266275164
51434,0.018461636647057935
51634,0.0029493294010313298
51259,0.08703922968269906
27193,0.030406063644518325
4769,0.06625952323986918
28719,0.010057531339254307
91959,0.04582940371518331
41750,0.022554553652557183
74928,0.012979538384358627
4487,0.0436108312186874
53255,0.25905756359863374
4423,0.0845491440459933
27176,0.024196277842015248
4401,0.1295048508607821
10058,0.08324370983598164
4035,0.016987681830344218
6491,0.018509247955886
3829,0.015100070075115322
58977,0.1880906016483581
4341,0.012285294176485419
54554,0.01388610738037254
87295,0.007079848535575969
10153,0.003744969008935703
125251,0.0022496497226397066
141998,0.03570098485810488
79801,0.025782929570707394
52833,0.06230106461063301
51487,0.015912996705392476
3501,0.09138466802036953
4462,0.014795047811917993
65638,0.016015865170743816
3674,0.03622965045078133
3570,0.5939232594654883
3701,0.39701131572693316
5059,0.7645059839224984
54351,0.5521696319801663
3560,0.25012982386902216
49900,0.05391252935212513
5016,0.028807997508161258
64515,0.013596733160118587
4698,0.007973107933587182
74171,0.030690556226753676
54182,0.033562082557006684
53221,0.04768307429253866
4227,0.0011675567399446205
90634,0.04417559621219264
3675,0.0462689784975132
224122,0.025953375112416677
471824,0.0038167780037569273
42681,0.13959514215661809
4019,0.016129212779264535
86388,0.021355892101922715
125233,0.03968806398603362
98989,0.03776677730658287
182461,0.05850001691638576
55027,0.017797444295338492
4060,0.021661609293328988
124998,0.05328532472399176
4352,0.009731038143857323
846214,0.02088113971906311
70784,0.17701691697928526
49899,0.03062696678347017
3771,0.0028731126497102705
49869,0.16921586600477262
3626,0.055263758106833365
90462,0.028474891334454102
65230,0.029056818862433584
3709,0.004055845109653553
205024,0.004047042173870827
412343,0.032889172945102345
675323,0.004759170168916114
259634,0.00027903668868478767
4407,6.306856511687083e-06
4055,0.021485700974366927
10148,0.0006544206403766667
3942,0.057438327714398316
208113,0.03354652845772644
53937,0.03342110806555203
75066,0.01420190800370302
54196,0.006683004350002451
795528,0.01945213895974642
369129,0.051358037731707565
55329,0.03391666117779168
51315,0.012072251973262687
3887,0.061049630799646384
3775,0.047430403866622575
3839,0.051542183283914765
534560,0.22292442714062638
206783,0.13732803255937515
4001,0.007825465042931839
4122,0.06247973786719734
58417,0.007983617096946888
169607,0.00020508385454496216
125087,0.00795014110021429
67591,0.020754928581797578
125079,0.018641724731133263
94598,0.00021067244519669425
50824,0.0009316409198293692
4733,0.021682096773197344
4526,0.032235177549543116
56440,0.015631543646183264
3656,0.12873101101606016
56114,0.08986778647525048
3777,0.02036156571907256
86242,0.022355559726496037
4030,0.028310871370976702
52873,0.1533266961089825
4654,0.08120338911704078
3524,0.026477827499731807
206798,0.12184833154648024
64566,0.004846966127391031
806315,0.023221694284097177
205432,0.0016287939522214284
163983,0.008978052108438401
206800,0.14812875057865987
196997,0.08448064565171007
4837,0.02070148860333865
4756,0.09074014763734459
169671,0.01355731902987835
45583,0.04150218585863528
4108,0.005429038196274068
254189,0.03357095114230816
217515,0.0611208410598101
3977,0.028520063987334397
70414,0.25560027357118825
205437,0.018345285658778753
3893,0.04058179689181382
58289,0.011078000439984302
3631,0.04359615304544785
380736,0.01235475219974281
182464,0.0617823770454714
7681,0.04943691669928236
49944,0.29583112386881116
223620,0.017291036683375588
82019,0.05986512772945511
4629,0.025574839097147695
4238,0.06685050560518582
926490,0.019780022674150688
91084,0.0215454717295578
55401,0.009192294201551713
4117,0.014129784927481612
811884,0.0042598890170194295
27273,0.07147342159478208
3746,0.08654876689743919
230116,0.016235795925349322
206846,0.039160329843096885
154139,0.007079336365027891
167878,0.012706785565173871
191801,0.015926169952579693
82110,0.017652652439879818
115535,0.0780578891051619
158197,0.0027019490109310646
4024,0.03557207333310638
125000,0.025834624358527368
45590,0.005813723398609541
6263,0.06021374034412378
216450,0.00860439664248703
4129,0.008003818189656942
5246,0.06495719314902366
42658,0.053340819959634696
42689,0.005678320128828375
411593,0.07114555789860727
159642,0.0043729050391707065
124948,0.09242171034491654
191106,0.024371965145165802
734160,0.1454681990715913
54863,0.004848846221136576
83043,0.0036732954786759856
841924,0.0006026342971327965
42680,0.0111296184914879
4378,0.05962347474244622
205032,0.029388468610308666
83696,0.06789571754360704
51663,0.008530887335687356
49984,0.024297603694665857
53058,0.04161183317747015
3821,0.04238046037195699
72311,0.009130060001195556
3759,0.02601159838659165
172172,0.02253333257718025
3558,0.09399150138806682
77973,0.04202610033273535
7327,0.008002744626549133
4283,0.023873641813077554
95524,0.006181028893347029
378338,0.04143910652272929
89761,0.004720615753355588
51314,0.06311799342478928
103421,0.025381873378272392
224562,0.05432045701858969
51742,0.009022808823314216
3963,0.11655799073776596
74561,0.015256064514528796
27191,0.0009826976163866945
115506,0.018329906468411566
77968,0.1085494810572605
51313,0.029416796047288963
4123,0.010177792927680318
52847,0.2516994792101703
3897,0.02213977508532279
3652,0.10320606668522271
67428,0.01102704630805032
52868,0.03195895601531321
3894,0.07979649905476772
207673,0.02674899578211195
5090,0.049270673328819556
28527,0.06068381069350618
3907,0.09530898251499044
51290,0.023960515487944263
4484,0.08705771833897862
207045,0.11751915469972064
28528,0.020651477575031833
64675,0.0469614515898498
3763,0.004038697900770504
87178,0.02677434438321841
4190,0.02815578383821364
206792,0.2662286754128754
87199,0.03211367330215332
53939,0.00970856564743094
4647,0.014931331365494828
191170,0.06376186710727888
67412,0.013851996735784603
374220,0.0012016146594326267
4722,0.08104169392409212
51639,0.013415089723591723
51938,0.0029059654914139407
51206,4.105084592246385e-05
59385,0.019692142971051707
3856,0.045161298283132534
3535,0.03901076088913257
28096,0.08475753385106
6819,0.000451301266274305
4752,0.007316235347611637
53320,0.0113247264784596
221235,0.0019348773631942663
273950,0.017265042930780277
244631,0.0018543529141931137
4205,1.0
224142,0.5914690295654433
3700,0.5409147825629739
3564,0.3409473766841704
3465,0.36988377215294393
3498,0.4412707713819895
3982,0.3844211974188875
3961,0.2130283120579415
212029,0.282733713961686
200425,0.057006629608663935
3772,0.1339027100343615
49953,0.39738919534921446
3959,0.4402457127913484
3686,0.3341485329733529
4073,0.3131177663081973
3721,0.17748039178594946
4504,0.5156127961802699
212742,0.006128128695543871
3475,0.5620966597133564
200399,0.15857977570833123
3478,0.7409774596437019
3696,0.10380086444024908
3711,0.2819949512042042
28081,0.17551368831373126
52294,0.7700535100010631
4372,0.4488667624700452
3619,0.19836978932485122
3853,0.3648250340257824
3687,0.37648972320124546
3723,0.27507747701830026
3832,0.4296441811033544
3456,0.6506690915710739
3863,0.1802911066493517
27335,0.15709916381822392
3790,0.24149759225056036
49948,0.17815418619510517
3862,0.1810044535901341
55419,0.03939278752075815
3699,0.04008863780829324
3946,0.1679102369308846
207053,0.04130972226139441
109223,0.048873824352240344
4537,0.19113135024427716
3724,0.18398210018995337
3799,0.11062615132299229
230361,0.07743540151004286
49930,0.22049012401867102
4142,0.10671565156399627
198369,0.047855077268593615
3571,0.03611426151033316
76978,0.004834631379953055
10063,0.006843963803612604
205461,0.1266800314080745
206683,0.03274477106676483
4954,0.06022705991842911
4506,0.0006806334801646833
847361,0.022307672643952253
5691,0.04639608154826173
67547,0.004159566163048806
4166,0.0008071443757255302
203822,0.018031683269708276
206601,0.0010000491589616455
3905,0.02862568421639473
53204,0.0007787680950746737
66275,0.030632137957932952
3691,0.576373385815923
156920,0.03602428108297595
3910,0.18264523676425917
54348,0.048507297895558917
55326,0.03329383998817877
4611,0.025077863977325414
54026,0.015341370012116183
3838,0.00301578703790953
51655,0.029130161338756455
51809,0.005398755013500668
54079,0.011460999232519834
72527,0.07482880924997563
28414,0.00551043472333206
76082,0.04407594103591737
64312,0.015477991883375666
71210,0.028597190381632075
137424,0.05916442654903921
50822,0.043874904431115844
4875,0.053755801607356164
3663,0.00539482116757914
3965,0.09152402032940869
207061,0.043409100301279493
74814,0.027344210218535205
167844,0.012308894493412617
4327,0.008456792393043751
162815,0.020696738618844225
3532,0.0018236523129605275
4739,0.023998477450651944
53059,0.023968377101841395
3632,0.09693674503989443
3497,0.0386133385401039
4465,0.03530178648629842
366177,0.11217127920944736
87176,0.019456690414941587
53085,0.021289171341764414
51322,0.01817113036476122
77977,0.06682023572074934
4676,0.008731524067427757
42672,0.05671394022365897
69187,0.16930765728922742
218163,0.18046216297522377
3774,0.010303122642190788
3646,0.017169232029719057
86387,0.00411171694137239
59419,0.05384301781424348
4929,0.04577873782572864
67284,0.018096109684231705
51216,0.03300204000756666
208105,0.05101097454445755
163432,0.025841807723159745
4247,0.03543335108628912
3617,0.027570099523561112
4802,0.1345834683495679
182463,0.06297574742852655
52848,0.18611133218415124
166504,0.09425324381447815
3490,0.35471694840072
3462,0.2968394484655463
3785,0.11891555218327989
53070,0.018376315078136245
3896,0.014812653912438533
114367,0.05855397572989815
51310,0.019845345377425546
28085,0.13343497460705755
3635,0.04089608110575404
57180,0.005629758285161853
50454,0.1303762605633077
253923,0.3028395720492054
28048,0.018592233572598624
3507,0.46933167825644323
45625,0.2128081161859885
74092,0.03500121071905472
214555,0.0013844302602573062
4154,0.006887749442051445
83953,0.03633024500521753
51247,0.02906845430500208
3765,0.06796077831922179
751633,0.024513450694790315
4707,0.12187019296548071
89740,0.0179622975750786
203204,0.013135395394405513
67499,0.08190264545025402
49962,0.03555929200669148
52921,0.03647184406396647
81997,0.023799493624950843
4820,0.022251017141098568
202388,0.013813760199785462
57216,0.004520472154182915
4419,0.019446692039773474
4783,0.04841648423889576
4032,0.017403627736405945
28520,0.005420931831210455
741933,0.013598266939454474
55851,0.023881412495545793
3898,0.00839638021928504
51704,0.012937781314952754
28095,0.05807327022534216
209257,0.05839837895480911
79558,0.20873296552351062
87236,0.016690638046728972
87233,0.009880322151033311
27683,0.02033510770113892
65263,0.0009373481183135276
4279,0.010208737556137167
4084,0.0008474920414116514
206807,0.10895672946609952
741693,0.0018470002868556307
70402,0.10825908331142078
158788,0.002047562092370586
3950,0.03940850957734183
71483,0.001971451005133955
4094,0.013532162664976123
65765,0.014932995402912664
54784,0.019756046012143147
4891,0.016738470106729204
54051,0.023212907954956324
65798,0.006064578550494204
3880,0.19611472503527652
115191,0.014215965403194407
3586,0.20610060586161558
3588,0.14632619041497066
4053,0.16471421292515334
205445,0.06334914656681394
3778,0.0046299107849250894
64324,0.02051944046892685
45660,0.053258087155289596
45574,0.014273326304224405
4375,0.0049008453309038495
80810,0.016137027965636947
176778,0.12382706370033687
51227,0.003408251021662318
51653,0.08146022969843512
4022,0.010896105474418086
158263,0.012556899864796158
87903,0.001214058702789322
64700,0.05491772999109425
70622,0.03771486275445305
681018,0.03757967065070874
51222,0.031567385096903315
52842,0.00486923265119935
94414,0.03223977170533751
79623,0.060951454874487804
45561,0.0025107034337210673
182559,0.01310777726393054
53465,0.016119861557174892
28080,0.021041293544229008
4553,0.038746358219192256
216298,0.0009828748094040094
76882,0.0020138652133512925
42691,0.01615376486599528
171018,0.013764901940274658
4637,0.012786738201387335
3849,0.042182296276299706
167899,0.01504277326870151
3806,0.24220999757200012
58915,0.08876789628072164
260593,0.30613489222673007
51701,0.12172262023108735
259559,0.015699786356442133
52870,0.042252533373438005
114666,0.0048619557912343335
4276,0.02803156190265687
57425,0.012483632774767417
6858,0.006777279828548769
51306,7.65908806108524e-05
368898,0.010385141592935996
3860,0.06661956515826281
66326,0.008020209284868312
218320,6.1010178797570594e-05
64318,0.05228846393932127
4096,0.017604773445775723
67353,0.009287792366780755
53289,0.01274696005244703
4903,0.03724942456745198
221264,0.030783985713152388
81871,0.021589708142576325
86294,0.0021616653039509613
191865,0.00221240944574647
5225,0.038667575095141155
87188,0.0310607250607091
203816,0.14013993196607252
4919,0.0140390297519456
3944,0.0033913564792815544
56823,0.04681130093955216
800123,0.010133156965227121
171016,0.013998685015638859
217511,0.0211805103631533
216459,0.016851453148742236
3755,0.006262350893626199
675570,0.025913458928215387
28055,0.0007164071465105736
54902,0.023907830481078373
60156,0.03263217479469905
4750,0.03247618062679286
42682,0.12054067238901287
71162,0.012825808016339054
64348,0.016506466108511867
200307,0.0004974443265368622
54729,0.006762013101917354
4551,0.018185009459341258
201746,0.022052698625397365
251681,6.0818596900510586e-05
238427,0.0068145618585210765
371374,0.004810088494760081
5600,0.0174745138463603
253894,0.10009405317037486
3681,0.0022642255131884986
3727,0.002275834781154002
99124,0.001738878284562776
28298,0.09081028586056264
52867,0.004912827021963794
82478,0.0012648706689659531
206745,0.030062493853433105
3585,0.024232744533459832
254044,0.02239324880051428
27338,0.031192790371325257
288418,0.0007314537684187221
71205,0.009608599273412162
93398,0.07757289654909236
51572,0.025413634006956527
4370,0.0018794959044553335
55926,0.008720523053025312
897744,0.04803749442266217
206332,0.04925254726099755
4170,0.004616910975838257
51751,0.01900564479686054
4717,0.013323529796552895
4128,0.0249624861309623
79622,0.0009509618241471992
57529,0.058169102979207354
65515,0.0024769497920179968
54130,0.059954426919444664
58363,0.00906255315387038
190038,0.0219944222377571
257014,0.002231260303900499
54156,0.0004064417244923109
51795,0.00019465976596282953
51801,0.014105651157247056
54638,0.03924412843856766
872283,0.004293737324096974
218165,0.0037618932611914787
217510,0.001796773330676533
179979,0.0007914903503186434
402320,0.009638774939077088
3801,0.045826075814256
303997,0.06718371590759456
4041,0.1533984011040211
4584,0.2875293156412444
45619,0.010627698294005086
3800,0.018654011380335372
3952,0.007773028641912709
50817,0.014670269805275648
28077,0.004745440957740042
4106,0.024494287127640086
203235,0.01856874214045882
44785,0.00921644607298562
56797,0.017785662291400692
53276,0.012967753643831823
154537,0.010847382142413691
53118,0.008135419546679817
51715,0.0148832801076452
53238,0.03417895496845719
87182,0.03981056233575099
363017,0.02186453466680484
962960,0.05934262695026897
27419,0.0033508018734286957
141552,0.0015708773245475041
59370,0.005392914379530927
3810,0.0541853449402544
4037,0.005405834452210388
142054,0.0013478488265927138
72464,0.002298884606588108
4997,0.001148112650818805
42667,0.000683173527988972
4905,0.020558991414299115
4496,0.0052011067550836645
52920,0.006878213923949498
4712,0.005227771851463838
51333,0.0042952308529529
379580,0.003522884374092565
98734,0.0034735511751306444
3854,0.02191043702897222
54064,0.04078927930409857
4787,0.031209611298452657
70624,0.003038604762588552
52528,0.007377185280358407
76943,0.01265807610673863
72278,0.00238247067746998
291513,0.02786879042700466
200392,0.0029713273192237574
297495,0.007325407788702959
4514,0.013634336630191445
74813,0.018988912430705763
28518,0.011462090919381768
244346,0.0010398410988285349
50450,0.028795471844701367
34201,0.022298789695267992
4133,0.0021219718720843508
54415,0.013530707724419512
4127,0.003599558021700849
56735,0.00846294055749775
235413,0.008472181948557346
277819,0.00011968147482304913
880583,0.0035376370036823215
84505,0.017950204069114573
4532,0.005399456135681069
56629,0.014241512556376809
75239,0.006152066082418027
55965,0.010619530685595418
64525,0.001735672928556395
115538,0.018924328423410623
864189,0.02742425018401687
51804,0.001841537261634854
830070,0.008332943980415782
6433,0.0005471382792178335
81748,0.016256112046266
54113,0.00494077978058819
4655,0.013952111115368449
3900,0.0036617723846690143
74185,0.002064225028620444
286985,0.004491449688142474
4573,0.050202714326796204
207662,0.006678473981123346
3589,0.04142284725429802
69220,0.07183072437055395
196281,0.004716902407405894
216423,0.01309168117949032
45588,0.025545468882393625
70690,0.004939080050651946
3621,0.01837232341973686
4204,0.003205459563465838
73620,0.0030926475365916453
189654,6.268534645201817e-05
59389,0.00830706242518674
4572,0.016751231950422944
3596,0.1271855395062244
52687,0.01321718015884424
160416,0.004739710639958204
3466,0.1358529640034661
55414,0.0020116492362453205
47138,0.0008612947771821628
3769,0.024175585334393034
206797,0.0056986099990174125
4690,0.10006888582535785
74739,0.007039775290722172
70522,0.006756227941703805
57422,0.009279462428753849
218160,0.00515432922353755
3876,0.03453057842609236
4162,0.0033011877145030237
4786,8.737457154846278e-05
4221,0.05516896012184986
66330,0.010249928487225371
93368,0.0043990501992024166
3569,0.23149715420661449
64428,0.01512805372818091
137287,0.010400031980812966
4516,0.003068010097085167
85450,0.000630358998863568
42663,0.013547037354464048
93396,0.0013641969383724063
70373,0.003596885394027475
290842,0.009321046460912225
45368,0.004372096672198487
360441,0.006453476356172432
439496,0.0047675017722590375
259687,0.009335573396302576
137335,0.006631825492772649
4136,0.0002729590150887151
49979,0.003636819220611405
365483,0.002976664734375184
217514,0.02866766785431162
54550,0.0018540622619546753
858870,0.0010444692209785956
836664,0.06664016966525432
53291,0.012070665637540003
28083,0.009506440761059427
4207,0.016121189878975723
4057,0.002562563285676148
45655,0.0011077205897016662
3914,0.0005924449503035468
3913,0.00037284254383755856
49927,0.0009843220623220158
45666,0.006358673201379529
87919,0.00518332108472448
9702,0.0006240271261359504
825151,0.04809350539164354
412654,0.011026789002506315
370562,0.00023502471370765677
212016,0.0015853272472434066
56521,0.0009197055818391068
4499,0.0001019724317607551
42919,0.004699836275067629
209541,0.0034970866127126596
4398,0.006801510684610765
54044,0.005256028079730679
262790,0.0011343891336078056
367746,0.0003904791710241274
175894,0.009809696906147709
84486,0.0011390907839688455
51300,0.003502392131693127
53462,0.004959715618894791
207038,0.003965069958004052
207059,9.130849706701472e-05
56760,0.0032777748473147563
55848,0.0063369759646844225
375887,0.0017751487905723333
87963,0.002074971376188285
261335,0.0007059300834266301
4569,0.0004155535795720115
69248,0.007877858043694194
53944,0.004579723379789076
28066,0.0005069829950371719
3820,0.00012049229224432294
69244,0.0009837245753785548
4200,0.0015080709433834744
28717,0.0014262149297191438
200744,0.00756286176369708
90335,0.003252499066831425
216970,0.004839145368800912
4318,0.0017517506820135225
44784,0.010191537330944665
4501,0.0007300241435609681
86897,0.0008690907337901574
135645,0.0015556425460055555
319598,0.0006209174269052165
247320,0.0034211123817724834
191111,0.0015521922684295904
87185,0.0015231804660196116
4334,0.0002953293607098486
69839,5.137776230444772e-05
56847,0.00046119007582191244
471183,0.007640764296150675
58594,0.004527611254666445
370573,0.0011041289201315146
114589,0.0015535369389274407
4105,0.0006413362829743691
207519,4.47899500221578e-05
271079,8.746515703648373e-05
166417,7.386795910997304e-05
270004,0.0018011855935695018
251138,0.010937581860907057
56083,0.0007371399521028776
374518,0.0021166818704000654
919337,0.0027040097107752323
282010,0.0017581115724496193
71505,0.0071629128911106545
45298,0.00473594413091119
198728,0.0021667172288446874
44292,2.4070767282150198e-05
76861,0.0002522053902718455
171010,0.0005448815478562133
690111,0.0027140350318960575
3489,0.010463758860207485
207493,0.0027674515422260195
69043,0.0022463179042303376
298671,0.002222388465240085
4220,0.000700921889753401
3609,0.005074245863679431
182775,0.00017958773579199294
72550,9.625710094452929e-05
76379,0.004871999403680135
67423,8.25886050384567e-05
54847,0.003915160252098441
91984,0.001491998535615375
3842,0.00031861476317482585
734600,0.0008953145160094292
273160,0.0013872968002440265
156090,0.007378411006374006
54547,0.001977844390924685
56553,0.00022459990220390167
394730,0.005707866029421447
53292,0.017270657750225002
308451,0.00013999388707769574
51799,0.00113604373296815
76935,0.0003691137546040202
167756,0.0032291122234861585
73952,0.0004093187214060143
3552,0.014411847342368729
273063,0.00017553282974047205
227911,0.0008507978266983886
251765,0.0003670231894573507
210419,0.0010802064302943577
94897,0.002088806335188526
218755,0.024123702570149896
205052,0.003259040119498171
734602,0.00017181134978618392
39897,0.00027398333697136465
137404,0.0026284690344221305
161921,0.001254027978784434
53028,0.0024574340685529655
748939,0.00042081652521550647
51651,0.00012953451227719023
41668,0.0019996136953347753
217639,0.001447673833060915
62220,0.005230870430191014
28560,0.006554658680349872
91125,0.0002681226541630413
142794,0.0018560292866721922
87732,0.002258190258937372
57251,0.0006932575335523503
51272,0.0005505216771780585
3955,0.0033602798940450904
69327,9.385650808031588e-06
